Heap initialized
521194851 inserted
621468227 inserted
-811231618 inserted
669167137 extracted
554965907 inserted
382826956 inserted
662637833 extracted
Top: 662604888
387178227 inserted
-606272121 inserted
Top: 662604888
436315261 inserted
Top: 662604888
662604888 extracted
Top: 662509012
-531882040 inserted
662509012 extracted
133889443 inserted
-646522921 inserted
336925618 inserted
Top: 653689096
902291679 inserted
-27073261 inserted
902291679 extracted
-485882524 inserted
-622775994 inserted
Top: 653689096
653689096 extracted
-821272513 inserted
651509519 extracted
583968448 inserted
-786759686 inserted
647915653 extracted
644145117 extracted
641713434 extracted
53479365 inserted
Top: 638987346
-589789445 inserted
-56496245 inserted
89542253 inserted
Top: 638987346
946167900 inserted
194369654 inserted
946167900 extracted
638987346 extracted
633720401 extracted
150737769 inserted
Top: 630625340
750487255 inserted
68717055 inserted
898861414 inserted
898861414 extracted
944788202 inserted
Top: 944788202
Top: 944788202
7934226 inserted
Top: 944788202
Top: 944788202
381231099 inserted
-989565625 inserted
116170186 inserted
362009508 inserted
Top: 944788202
944788202 extracted
706016336 inserted
-2110888 inserted
Top: 750487255
750487255 extracted
Top: 706016336
Top: 706016336
-819711253 inserted
706016336 extracted
630625340 extracted
621468227 extracted
Top: 620707329
Top: 620707329
Top: 620707329
Top: 620707329
765034592 inserted
651307921 inserted
-894232362 inserted
Top: 765034592
-839272348 inserted
765034592 extracted
Top: 651307921
849869448 inserted
Top: 849869448
6827299 inserted
Top: 849869448
-716441939 inserted
651291713 inserted
Top: 849869448
849869448 extracted
651307921 extracted
651291713 extracted
17361933 inserted
322451662 inserted
636890531 inserted
Top: 636890531
674255509 inserted
-599049655 inserted
-176601270 inserted
674255509 extracted
315726218 inserted
Top: 636890531
636890531 extracted
Top: 620707329
620707329 extracted
-304332199 inserted
-897298256 inserted
620300628 extracted
Top: 614199548
614199548 extracted
-730740496 inserted
Top: 613743690
888675210 inserted
-985321736 inserted
888675210 extracted
-417490703 inserted
Top: 613743690
175026055 inserted
613743690 extracted
613548306 extracted
42806190 inserted
Top: 609697667
95135978 inserted
739233018 inserted
739233018 extracted
609697667 extracted
Top: 605036567
Top: 605036567
-645751872 inserted
Top: 605036567
605036567 extracted
Top: 598249722
Top: 598249722
8846352 inserted
-501371505 inserted
598249722 extracted
Top: 596759266
Top: 596759266
-838442138 inserted
-462172537 inserted
Top: 596759266
596759266 extracted
Top: 592721912
Top: 592721912
-953788380 inserted
969748208 inserted
Top: 969748208
541381238 inserted
Top: 969748208
Top: 969748208
Top: 969748208
-918822243 inserted
Top: 969748208
Top: 969748208
746891302 inserted
969748208 extracted
Top: 746891302
-647689117 inserted
-61104747 inserted
-883796694 inserted
Top: 746891302
746891302 extracted
-203990431 inserted
-689392428 inserted
592721912 extracted
Top: 590735625
762651876 inserted
762651876 extracted
-685700554 inserted
590735625 extracted
-841149735 inserted
-244069259 inserted
102438797 inserted
-527542881 inserted
587849625 extracted
583968448 extracted
Top: 576721577
Top: 576721577
Top: 576721577
576721577 extracted
Top: 575268051
575268051 extracted
565031038 extracted
-236021724 inserted
Top: 562359923
-186151811 inserted
-957459913 inserted
955732163 inserted
955732163 extracted
562359923 extracted
561973253 extracted
Top: 559423959
216671368 inserted
559423959 extracted
555096069 extracted
614590608 inserted
Top: 614590608
Top: 614590608
614590608 extracted
554965907 extracted
549011764 extracted
Top: 546251073
Top: 546251073
-596452682 inserted
Top: 546251073
Top: 546251073
-515547163 inserted
-248710190 inserted
Top: 546251073
-728966645 inserted
546251073 extracted
570463407 inserted
Top: 570463407
983609481 inserted
983609481 extracted
522062871 inserted
1317511 inserted
Top: 570463407
-641717147 inserted
-564126072 inserted
83711982 inserted
-919667955 inserted
-267231942 inserted
-543414791 inserted
198625820 inserted
-270951125 inserted
-82215191 inserted
720337470 inserted
Top: 720337470
772328660 inserted
-871128951 inserted
5253099 inserted
71067831 inserted
772328660 extracted
-158706932 inserted
720337470 extracted
570463407 extracted
2459357 inserted
541381238 extracted
Top: 526863400
951035808 inserted
781462523 inserted
951035808 extracted
-719837224 inserted
-674069278 inserted
145431830 inserted
-316227335 inserted
Top: 781462523
-459368336 inserted
289848159 inserted
Top: 781462523
302564571 inserted
781462523 extracted
-412688594 inserted
Top: 526863400
526863400 extracted
525414066 extracted
Top: 522062871
522062871 extracted
521723295 extracted
945534198 inserted
Top: 945534198
877801022 inserted
Top: 945534198
945534198 extracted
Top: 877801022
Top: 877801022
877801022 extracted
Top: 521194851
Top: 521194851
521194851 extracted
Top: 520354812
520354812 extracted
173508999 inserted
513468173 extracted
-68461976 inserted
Top: 506789494
-644349936 inserted
-527976363 inserted
Top: 506789494
824533276 inserted
890941370 inserted
-922207387 inserted
Top: 890941370
Top: 890941370
890941370 extracted
824533276 extracted
506789494 extracted
Top: 505858604
168338493 inserted
861013028 inserted
Top: 861013028
560646166 inserted
Top: 861013028
Top: 861013028
965268122 inserted
57786786 inserted
797906959 inserted
965268122 extracted
563115279 inserted
9386233 inserted
-175467432 inserted
-821796217 inserted
-885112536 inserted
861013028 extracted
797906959 extracted
Top: 563115279
212950200 inserted
-158528353 inserted
Top: 563115279
563115279 extracted
-226414012 inserted
560646166 extracted
Top: 505858604
-423109796 inserted
220504025 inserted
Top: 505858604
-428397741 inserted
-432465640 inserted
Top: 505858604
Top: 505858604
Top: 505858604
541877701 inserted
541877701 extracted
-796658522 inserted
Top: 505858604
372253912 inserted
Top: 505858604
-499899216 inserted
505858604 extracted
Top: 491240401
491240401 extracted
-724256838 inserted
Top: 488510906
488510906 extracted
487922369 extracted
480897783 extracted
-33721582 inserted
480858007 extracted
976072325 inserted
87626069 inserted
38967325 inserted
976072325 extracted
-460117280 inserted
Top: 475410214
Top: 475410214
475410214 extracted
845566268 inserted
-890664998 inserted
845566268 extracted
Top: 474375366
-702835458 inserted
-934331158 inserted
474375366 extracted
Top: 473278841
Top: 473278841
-737902833 inserted
249735328 inserted
-583704017 inserted
-617309862 inserted
-877167405 inserted
-440422355 inserted
-199636789 inserted
473278841 extracted
Top: 467660413
404615321 inserted
-336280045 inserted
Top: 467660413
-549414336 inserted
467660413 extracted
519071913 inserted
-836640892 inserted
519071913 extracted
-91148724 inserted
Top: 465020357
48012715 inserted
-498704869 inserted
-107515772 inserted
21638552 inserted
Top: 465020357
496256181 inserted
465428449 inserted
496256181 extracted
465428449 extracted
465020357 extracted
455603555 extracted
-988690714 inserted
-812892126 inserted
Top: 449916068
449916068 extracted
408717455 inserted
-641586293 inserted
448035094 extracted
Top: 445242516
Top: 445242516
445242516 extracted
Top: 441767614
-411870518 inserted
769153909 inserted
-127897449 inserted
670504530 inserted
769153909 extracted
-725083531 inserted
Top: 670504530
670504530 extracted
Top: 441767614
Top: 441767614
-208482039 inserted
-45835746 inserted
446165726 inserted
Top: 446165726
Top: 446165726
83251 inserted
-789693506 inserted
168820193 inserted
Top: 446165726
446165726 extracted
-830983613 inserted
441767614 extracted
559847813 inserted
559847813 extracted
439923694 extracted
Top: 436740266
Top: 436740266
-987821284 inserted
Top: 436740266
268638285 inserted
-153321104 inserted
-350048850 inserted
Top: 436740266
Top: 436740266
Top: 436740266
-637783000 inserted
-964692995 inserted
361074684 inserted
-316237217 inserted
436740266 extracted
436315261 extracted
Top: 435893846
720156713 inserted
913010449 inserted
354950311 inserted
36281096 inserted
913010449 extracted
Top: 720156713
Top: 720156713
Top: 720156713
900184077 inserted
Top: 900184077
-771383994 inserted
900184077 extracted
-850342832 inserted
-559882249 inserted
Top: 720156713
Top: 720156713
-55922606 inserted
Top: 720156713
-689900330 inserted
720156713 extracted
307769226 inserted
581020136 inserted
998376971 inserted
-411527057 inserted
-863602248 inserted
998376971 extracted
-813969037 inserted
Top: 581020136
581020136 extracted
-790754454 inserted
835866944 inserted
-12601218 inserted
Top: 835866944
118167899 inserted
616870410 inserted
835866944 extracted
Top: 616870410
927435085 inserted
-825852176 inserted
927435085 extracted
616870410 extracted
435893846 extracted
434713998 extracted
418508386 extracted
408717455 extracted
Top: 408511617
408511617 extracted
-867225929 inserted
408045737 extracted
-925296855 inserted
Top: 404615321
404615321 extracted
-802677104 inserted
-282720722 inserted
-73242823 inserted
-870956196 inserted
-735772864 inserted
Top: 393209673
-50331345 inserted
Top: 393209673
171924574 inserted
-193724987 inserted
393209673 extracted
388170495 extracted
387178227 extracted
-346438589 inserted
690495371 inserted
245923397 inserted
-34811641 inserted
-767339053 inserted
63298348 inserted
301287074 inserted
690495371 extracted
-329182448 inserted
-881580692 inserted
-381901622 inserted
380846280 inserted
Top: 382826956
667188193 inserted
-768765117 inserted
351143734 inserted
Top: 667188193
-732677425 inserted
188450093 inserted
790017296 inserted
Top: 790017296
-71851869 inserted
Top: 790017296
793752344 inserted
793752344 extracted
367850775 inserted
Top: 790017296
-816964432 inserted
Top: 790017296
-650104822 inserted
Top: 790017296
790017296 extracted
667188193 extracted
811679782 inserted
-107426311 inserted
Top: 811679782
811679782 extracted
992156080 inserted
Top: 992156080
-631343485 inserted
-846378393 inserted
992156080 extracted
382826956 extracted
-942855812 inserted
381231099 extracted
-611147969 inserted
Top: 380846280
951792073 inserted
951792073 extracted
239449817 inserted
-657495117 inserted
380846280 extracted
873061144 inserted
Top: 873061144
463364588 inserted
Top: 873061144
854187123 inserted
Top: 873061144
873061144 extracted
854187123 extracted
Top: 463364588
463364588 extracted
378027115 extracted
Top: 372253912
Top: 372253912
270194713 inserted
560786422 inserted
560786422 extracted
10563560 inserted
372253912 extracted
372020928 extracted
995947812 inserted
-617021738 inserted
995947812 extracted
491893093 inserted
491893093 extracted
-148056335 inserted
-465836062 inserted
748303294 inserted
Top: 748303294
Top: 748303294
Top: 748303294
Top: 748303294
996439338 inserted
996439338 extracted
Top: 748303294
-353215994 inserted
-24639328 inserted
-920047798 inserted
-984398959 inserted
-112114930 inserted
-984125482 inserted
-931392073 inserted
Top: 748303294
411029969 inserted
972906631 inserted
-454870300 inserted
972906631 extracted
Top: 748303294
Top: 748303294
-739374704 inserted
748303294 extracted
Top: 411029969
Top: 411029969
Top: 411029969
Top: 411029969
902291221 inserted
Top: 902291221
Top: 902291221
902291221 extracted
411029969 extracted
367850775 extracted
Top: 366744237
419057162 inserted
-786629159 inserted
-634291329 inserted
419057162 extracted
366744237 extracted
364977202 extracted
362009508 extracted
Top: 361074684
630792171 inserted
Top: 630792171
630792171 extracted
361074684 extracted
359933885 extracted
Top: 354950311
229464130 inserted
495893565 inserted
495893565 extracted
354950311 extracted
-61368701 inserted
354584528 extracted
257567303 inserted
353236377 extracted
-532264865 inserted
487191666 inserted
Top: 487191666
487191666 extracted
-95023235 inserted
351143734 extracted
Top: 344078172
Top: 344078172
344078172 extracted
338398191 extracted
-129486509 inserted
336925618 extracted
Top: 336273326
-250262116 inserted
Top: 336273326
-615315064 inserted
Top: 336273326
Top: 336273326
682202286 inserted
682202286 extracted
336273326 extracted
330225611 extracted
-722479177 inserted
-958099275 inserted
614265494 inserted
Top: 614265494
-923203768 inserted
-114966922 inserted
-299763625 inserted
-769753563 inserted
Top: 614265494
Top: 614265494
-526008882 inserted
Top: 614265494
614265494 extracted
-897820273 inserted
311625009 inserted
80598885 inserted
330069799 extracted
323547423 extracted
-441386114 inserted
-941104990 inserted
323193449 extracted
Top: 322451662
100019126 inserted
-129484076 inserted
554708735 inserted
522726355 inserted
470197102 inserted
Top: 554708735
981573188 inserted
Top: 981573188
Top: 981573188
Top: 981573188
Top: 981573188
868990403 inserted
-452647039 inserted
981573188 extracted
-134991420 inserted
-31387514 inserted
868990403 extracted
-618738668 inserted
-818228587 inserted
Top: 554708735
554708735 extracted
Top: 522726355
Top: 522726355
Top: 522726355
522726355 extracted
470197102 extracted
957404181 inserted
-579394278 inserted
15832159 inserted
141795941 inserted
126705644 inserted
140707250 inserted
957404181 extracted
Top: 322451662
322451662 extracted
319209045 extracted
318112044 extracted
Top: 315726218
315726218 extracted
-46092754 inserted
313756763 extracted
312470028 extracted
311625009 extracted
310408450 extracted
799945263 inserted
-616854016 inserted
482282490 inserted
Top: 799945263
799945263 extracted
-969785765 inserted
600551711 inserted
845426569 inserted
-845074928 inserted
845426569 extracted
-389960662 inserted
-364790656 inserted
947412391 inserted
947412391 extracted
600551711 extracted
Top: 482282490
-509821523 inserted
-266435176 inserted
-556229531 inserted
Top: 482282490
482282490 extracted
-89187311 inserted
307769226 extracted
175126487 inserted
-381000430 inserted
Top: 303909680
303909680 extracted
538768377 inserted
Top: 538768377
-450240158 inserted
-258706042 inserted
Top: 538768377
538768377 extracted
Top: 302892034
302892034 extracted
Top: 302564571
302564571 extracted
547127043 inserted
-46430082 inserted
547127043 extracted
301287074 extracted
300041263 extracted
784656163 inserted
784656163 extracted
Top: 294576567
-702067044 inserted
Top: 294576567
Top: 294576567
-26284703 inserted
Top: 294576567
443989204 inserted
443989204 extracted
196817882 inserted
-941251651 inserted
294576567 extracted
347259664 inserted
347259664 extracted
289848159 extracted
29744525 inserted
286848572 extracted
Top: 280183656
-878959511 inserted
592005014 inserted
-4290848 inserted
353067287 inserted
567751002 inserted
Top: 592005014
469170748 inserted
-559052145 inserted
-959991957 inserted
-625138972 inserted
504705486 inserted
592005014 extracted
567751002 extracted
Top: 504705486
394993864 inserted
504705486 extracted
Top: 469170748
292916570 inserted
469170748 extracted
-536201638 inserted
394993864 extracted
-187885368 inserted
Top: 353067287
907368279 inserted
-145503527 inserted
454197890 inserted
907368279 extracted
-999305533 inserted
-249509600 inserted
498760382 inserted
967196412 inserted
-339054046 inserted
967196412 extracted
498760382 extracted
-886834865 inserted
Top: 454197890
454197890 extracted
Top: 353067287
614620603 inserted
6753461 inserted
624894176 inserted
Top: 624894176
624894176 extracted
665331593 inserted
665331593 extracted
614620603 extracted
386852913 inserted
-233703546 inserted
Top: 386852913
294675445 inserted
-603945577 inserted
-483771891 inserted
Top: 386852913
63624441 inserted
-89044274 inserted
386852913 extracted
Top: 353067287
353067287 extracted
294675445 extracted
-430511260 inserted
170311431 inserted
-957431838 inserted
Top: 292916570
-376461708 inserted
244234387 inserted
292916570 extracted
760048557 inserted
-184229026 inserted
760048557 extracted
-289962291 inserted
Top: 280183656
Top: 280183656
280183656 extracted
441867740 inserted
Top: 441867740
Top: 441867740
-461211980 inserted
-241372925 inserted
512212521 inserted
-107767131 inserted
745978779 inserted
518094585 inserted
-120469406 inserted
Top: 745978779
Top: 745978779
Top: 745978779
Top: 745978779
-150349064 inserted
422501606 inserted
745978779 extracted
601775495 inserted
996601976 inserted
-88884440 inserted
996601976 extracted
Top: 601775495
Top: 601775495
-331967966 inserted
Top: 601775495
-318318129 inserted
389841646 inserted
739073441 inserted
739073441 extracted
601775495 extracted
Top: 518094585
Top: 518094585
716459995 inserted
716459995 extracted
518094585 extracted
-83354733 inserted
Top: 512212521
269914136 inserted
-39380666 inserted
247167095 inserted
Top: 512212521
Top: 512212521
512212521 extracted
993687720 inserted
648881038 inserted
Top: 993687720
993687720 extracted
Top: 648881038
Top: 648881038
648881038 extracted
-502619159 inserted
596684621 inserted
957075447 inserted
-519718741 inserted
748928365 inserted
174702903 inserted
957075447 extracted
Top: 748928365
29727264 inserted
524933910 inserted
286141683 inserted
Top: 748928365
748928365 extracted
840762374 inserted
840762374 extracted
-625093066 inserted
Top: 596684621
Top: 596684621
596684621 extracted
524933910 extracted
-947309879 inserted
-665378237 inserted
307258824 inserted
-215160330 inserted
-126460962 inserted
Top: 441867740
-792981540 inserted
Top: 441867740
930416460 inserted
Top: 930416460
930416460 extracted
564583198 inserted
-117643853 inserted
Top: 564583198
-873475236 inserted
226458094 inserted
564583198 extracted
-157155195 inserted
-658246533 inserted
99865745 inserted
Top: 441867740
-79633457 inserted
-605133309 inserted
177334593 inserted
Top: 441867740
264279726 inserted
441867740 extracted
Top: 422501606
422501606 extracted
Top: 389841646
Top: 389841646
-859956186 inserted
Top: 389841646
Top: 389841646
-966701784 inserted
389841646 extracted
Top: 307258824
307258824 extracted
-501801856 inserted
-271654862 inserted
-569758346 inserted
968009597 inserted
Top: 968009597
Top: 968009597
968009597 extracted
286141683 extracted
Top: 279278278
-930960568 inserted
279278278 extracted
Top: 271348270
-611382791 inserted
-730712514 inserted
-732240582 inserted
407312028 inserted
Top: 407312028
201740084 inserted
Top: 407312028
-593748810 inserted
-108991047 inserted
Top: 407312028
751194350 inserted
-934752110 inserted
751194350 extracted
-499442694 inserted
Top: 407312028
407312028 extracted
Top: 271348270
Top: 271348270
-319142531 inserted
-349727948 inserted
115752791 inserted
Top: 271348270
Top: 271348270
Top: 271348270
Top: 271348270
271348270 extracted
-291578039 inserted
Top: 270194713
-397926772 inserted
Top: 270194713
270194713 extracted
269914136 extracted
268993923 extracted
268638285 extracted
-648882651 inserted
268197954 extracted
-546298388 inserted
-588478060 inserted
265675964 extracted
-203126025 inserted
-836522533 inserted
695237227 inserted
Top: 695237227
695237227 extracted
160739445 inserted
7482838 inserted
780250377 inserted
Top: 780250377
Top: 780250377
819445238 inserted
-703942354 inserted
819445238 extracted
Top: 780250377
780250377 extracted
264279726 extracted
Top: 257577762
349939949 inserted
364462634 inserted
364462634 extracted
450226692 inserted
Top: 450226692
Top: 450226692
Top: 450226692
Top: 450226692
Top: 450226692
20336596 inserted
Top: 450226692
450226692 extracted
349939949 extracted
257577762 extracted
512087575 inserted
-403331429 inserted
-595343748 inserted
-849129486 inserted
512087575 extracted
Top: 257567303
Top: 257567303
257567303 extracted
325416708 inserted
Top: 325416708
Top: 325416708
325416708 extracted
-134893348 inserted
249735328 extracted
248818670 extracted
247167095 extracted
-239952855 inserted
920977437 inserted
Top: 920977437
920977437 extracted
185692566 inserted
Top: 245923397
849800826 inserted
-755965877 inserted
-216862545 inserted
849800826 extracted
-975633459 inserted
Top: 245923397
245923397 extracted
887157401 inserted
887157401 extracted
Top: 245053424
625599007 inserted
625599007 extracted
Top: 245053424
177613519 inserted
-463275463 inserted
Top: 245053424
893402120 inserted
Top: 893402120
441101390 inserted
893402120 extracted
Top: 441101390
Top: 441101390
Top: 441101390
Top: 441101390
-492517674 inserted
441101390 extracted
Top: 245053424
245053424 extracted
244234387 extracted
-316256795 inserted
-582240699 inserted
859551179 inserted
-597834411 inserted
859551179 extracted
239449817 extracted
235721149 extracted
Top: 229721692
-739959643 inserted
229721692 extracted
Top: 229464130
229464130 extracted
794141926 inserted
794141926 extracted
989085254 inserted
Top: 989085254
989085254 extracted
228659852 extracted
226458094 extracted
-507827113 inserted
461612313 inserted
993907465 inserted
993907465 extracted
Top: 461612313
461612313 extracted
-150130250 inserted
973395684 inserted
Top: 973395684
973395684 extracted
226426346 extracted
220504025 extracted
217183640 extracted
Top: 216671368
Top: 216671368
216671368 extracted
213972792 extracted
212950200 extracted
Top: 209493015
265271907 inserted
Printing heap:
265271907
209493015
203878006
201740084
201649690
198625820
196817882
194690896
194369654
188900037
188450093
188058876
185692566
177613519
177334593
176402426
175126487
175026055
174702903
173733026
173508999
171961955
171924574
170311431
168820193
168338493
160739445
160412454
154504133
150737769
150723245
145431830
141795941
140707250
135781453
134368200
133889443
133643076
129331921
126705644
126453881
124986232
118167899
116170186
115752791
112988243
112170348
104602427
102438797
100019126
99865745
95135978
89542253
87626069
86152672
83711982
80598885
80080173
75555879
75419114
71067831
70993606
68717055
66775198
65142575
64607614
63624441
63298348
59069707
57786786
53479365
51320772
48012715
47041528
42806190
38967325
36897476
36281096
35057442
31348516
30904023
29744525
29727264
27213960
25098879
21638552
21434637
20336596
19894490
17361933
15832159
12570438
10563560
9386233
9245500
8846352
7934226
7667804
7482838
6827299
6753461
5976928
5253099
3334639
2459357
1514023
1317511
83251
-2110888
-4290848
-6031839
-12601218
-15120458
-16254425
-18648069
-24639328
-25305607
-26284703
-27073261
-31387514
-33721582
-34811641
-38496925
-39380666
-44695911
-45271060
-45835746
-46092754
-46430082
-50246224
-50331345
-53533908
-55922606
-56496245
-58439258
-59131819
-59297306
-61104747
-61368701
-68461976
-71851869
-72572003
-73242823
-79633457
-80686635
-82215191
-82767717
-83354733
-84724827
-88884440
-89044274
-89187311
-89232412
-89305994
-91148724
-91182648
-95023235
-95129558
-95862541
-100942127
-104482753
-107172103
-107426311
-107515772
-107767131
-108991047
-112002116
-112114930
-114966922
-115762870
-116843879
-117643853
-117824786
-120469406
-124888126
-126460962
-127897449
-129484076
-129486509
-134750540
-134893348
-134991420
-145503527
-148056335
-150130250
-150349064
-153321104
-157155195
-158528353
-158706932
-159455196
-172568359
-172844706
-175467432
-176084328
-176601270
-180853947
-183414981
-184229026
-186151811
-187500617
-187885368
-193290855
-193724987
-193797192
-194344269
-194579607
-196002366
-198949287
-199636789
-201578000
-203126025
-203990431
-208482039
-213021893
-215160330
-216862545
-223407958
-224214237
-226414012
-233703546
-235033199
-236021724
-238110848
-239952855
-241372925
-243324828
-244069259
-246004120
-248710190
-249509600
-249683199
-249882138
-250262116
-253688481
-255064141
-257001240
-258706042
-259651145
-264582431
-266435176
-267231942
-270951125
-271304382
-271654862
-273193360
-282720722
-283261351
-284035801
-286682777
-289962291
-291578039
-292615674
-293013524
-299763625
-304332199
-308845020
-310272228
-316227335
-316237217
-316256795
-316660548
-318318129
-319142531
-319377139
-323530169
-327756074
-329182448
-331967966
-336280045
-336935351
-339054046
-346438589
-349727948
-350048850
-350566822
-353215994
-354883560
-359425225
-360319164
-364790656
-365653742
-366991678
-374419715
-376461708
-376911204
-377752394
-381000430
-381901622
-384591004
-386667024
-389960662
-392719669
-397926772
-398749424
-400283688
-401751209
-403331429
-403902251
-411527057
-411870518
-412688594
-417490703
-419609808
-423109796
-428397741
-429859027
-430511260
-431628661
-432465640
-438195880
-440422355
-441386114
-441633773
-446134679
-449846870
-450240158
-452647039
-452655383
-453196780
-454870300
