Heap initialized
an inserted
Top: an
hiw inserted
Top: an
Top: an
b inserted
jwycvfb inserted
ec inserted
an extracted
iramzp inserted
dbb inserted
qdigzi inserted
uhkrbkkozb inserted
wi inserted
iramzp extracted
b extracted
Top: dbb
xxehlchu inserted
jagewmeo inserted
Top: jagewmeo
jagewmeo extracted
usjsypy inserted
dbb extracted
Top: uhkrbkkozb
kas inserted
it inserted
Top: kas
ode inserted
kkhrfoo inserted
Top: kas
Top: kas
Top: kas
fycqc inserted
kas extracted
etmogsyev inserted
Top: uhkrbkkozb
rmszznlgj inserted
Top: uhkrbkkozb
dkhlxyvt inserted
uhkrbkkozb extracted
Top: jwycvfb
jwycvfb extracted
pxkyc inserted
Top: btzpf
btzpf extracted
uhqbgykwz extracted
bsigy extracted
urx inserted
lbgnp extracted
u inserted
te inserted
kl inserted
wpglrnbst extracted
mvcwgukgxo inserted
Top: mgbrxmt
Top: mgbrxmt
mgbrxmt extracted
o inserted
lp inserted
olhpjybi extracted
Top: ixukhb
c inserted
b inserted
b extracted
Top: ixukhb
Top: ixukhb
eqyux inserted
zbpwdj inserted
jwyqcm inserted
jtyjbyg inserted
ravymkud inserted
x inserted
npw inserted
ravymkud extracted
Top: zbpwdj
eu inserted
fws inserted
Top: zbpwdj
yyzrzqsq inserted
zbpwdj extracted
qp inserted
opipkbbleb inserted
opipkbbleb extracted
ni inserted
Top: jtyjbyg
kgkncbf inserted
aszeuc inserted
n inserted
gadjnm inserted
Top: aszeuc
ve inserted
eqi inserted
aszeuc extracted
gadjnm extracted
kgkncbf extracted
jtyjbyg extracted
nzsnlccqds inserted
iid inserted
Top: ixukhb
ixukhb extracted
anhl inserted
wzqpy inserted
anhl extracted
Top: vxylvquhlb
Top: vxylvquhlb
vxylvquhlb extracted
Top: ynsszmbrh
mujqelnww inserted
na inserted
jeb inserted
rmhsjh inserted
na extracted
kdgf inserted
Top: jeb
jeb extracted
Top: ynsszmbrh
Top: ynsszmbrh
bzjsme inserted
vbwcywwp inserted
julfuib inserted
Top: vbwcywwp
Top: vbwcywwp
fbxc inserted
zseoofanzn inserted
lao inserted
Top: zseoofanzn
zseoofanzn extracted
yovrb inserted
lao extracted
oebgjqxczu inserted
oebgjqxczu extracted
fbxc extracted
Top: vbwcywwp
Top: vbwcywwp
tohousl inserted
Top: vbwcywwp
sogabcp inserted
l inserted
slfvmtaxy inserted
Top: sogabcp
Top: sogabcp
Top: sogabcp
iutoqx inserted
sasi inserted
fqkyyqkhel inserted
m inserted
sogabcp extracted
slfvmtaxy extracted
Top: sasi
man inserted
t inserted
jbafkci inserted
sgusgyolm inserted
jbafkci extracted
Top: sasi
Top: sasi
Top: sasi
aveeblb inserted
Top: aveeblb
fexjguqmxa inserted
aveeblb extracted
kpcfzoecu inserted
gvctehbts inserted
Top: fexjguqmxa
Top: fexjguqmxa
oiyqw inserted
Top: fexjguqmxa
nolegwqpm inserted
fexjguqmxa extracted
oufttq inserted
v inserted
lvqynhmqr inserted
xepmbpvw inserted
olatl inserted
sasi extracted
axdcvy inserted
Top: axdcvy
axdcvy extracted
olsq inserted
scmkos inserted
akgrhctla inserted
Top: akgrhctla
lnisl inserted
wpgkxnvlw inserted
akgrhctla extracted
Top: olatl
lbnppcca inserted
oizonzs inserted
lbnppcca extracted
olatl extracted
man extracted
gvctehbts extracted
vbwcywwp extracted
bzjsme extracted
Top: xepmbpvw
xepmbpvw extracted
mmya inserted
mmya extracted
lrdqpyxqw inserted
Top: julfuib
julfuib extracted
lmlu inserted
bwqryemuy inserted
fdgka inserted
y inserted
owbukai inserted
Top: owbukai
a inserted
Top: a
efdl inserted
nmvuoo inserted
a extracted
owbukai extracted
fdgka extracted
omwryt inserted
kvcpg inserted
mvuy inserted
bsidf inserted
najxmhybf inserted
xau inserted
ecbid inserted
najxmhybf extracted
hsarzaaa inserted
yvp inserted
gbjr inserted
b inserted
Top: hsarzaaa
bariaj inserted
xwshuzjhgj inserted
sihc inserted
Top: hsarzaaa
kedsrp inserted
d inserted
hspqo inserted
Top: hsarzaaa
xvgfjy inserted
Top: hsarzaaa
pwyikplp inserted
hsarzaaa extracted
rabcnfqmw inserted
Top: bariaj
mzoflseinw inserted
Top: bariaj
wasqvldga inserted
Top: bariaj
bariaj extracted
wasqvldga extracted
a inserted
rjt inserted
Top: a
a extracted
rybhipn inserted
Top: rabcnfqmw
cszbhh inserted
annyx inserted
rabcnfqmw extracted
annyx extracted
odkhpkph inserted
xau extracted
kjqdbug inserted
Top: b
y inserted
b extracted
sjlyf inserted
uf inserted
ecbid extracted
uan inserted
Top: uan
qutwrphb inserted
Top: uan
pnub inserted
Top: uan
uan extracted
cszbhh extracted
Top: bsidf
bsidf extracted
kjqdbug extracted
Top: bwqryemuy
Top: bwqryemuy
ynxduqx inserted
dkluip inserted
bwqryemuy extracted
gturfc inserted
gbjr extracted
rybhipn extracted
jbafzg inserted
ehxhgw inserted
jbafzg extracted
qgg inserted
ynsszmbrh extracted
spnufpst inserted
rlrlgvfb inserted
wgz inserted
Top: rlrlgvfb
Top: rlrlgvfb
Top: rlrlgvfb
Top: rlrlgvfb
qpxtn inserted
rlrlgvfb extracted
Top: zowhbqo
rlvacjbkn inserted
qkliktavr inserted
uolsstf inserted
ibwzkae inserted
m inserted
benludl inserted
w inserted
Top: rlvacjbkn
aq inserted
plkbif inserted
nzjmag inserted
rlvacjbkn extracted
Top: ibwzkae
Top: ibwzkae
tzpkgzylgc inserted
ibwzkae extracted
Top: nzjmag
Top: nzjmag
Top: nzjmag
Top: nzjmag
pvttcau inserted
Top: pvttcau
Top: pvttcau
pvttcau extracted
nzjmag extracted
qkliktavr extracted
Top: aq
ewddjtany inserted
vb inserted
hlxoigmaz inserted
ewddjtany extracted
hlxoigmaz extracted
aq extracted
benludl extracted
Top: plkbif
usbvprilo inserted
Top: plkbif
plkbif extracted
zowhbqo extracted
qutwrphb extracted
Top: hwb
xbeqx inserted
dgsmdnsh inserted
xbeqx extracted
hwb extracted
mintfcbmjt inserted
mintfcbmjt extracted
aldqiyq inserted
aldqiyq extracted
yffu inserted
hwasl inserted
Top: hwasl
hwasl extracted
xld inserted
imomiimbk extracted
Top: spiiyulbiw
Top: spiiyulbiw
spiiyulbiw extracted
tpiqkbi extracted
mx inserted
usbvprilo extracted
Top: bin
ojpxqju inserted
Top: bin
lupzzydma inserted
Top: lupzzydma
Top: lupzzydma
derigpws inserted
lupzzydma extracted
bin extracted
yqjsmokb extracted
oux inserted
wb inserted
bfwxri inserted
Top: bfwxri
zdrm inserted
zgyzjrdavy inserted
eoqmvayng inserted
vnr inserted
Top: zgyzjrdavy
Top: zgyzjrdavy
sm inserted
Top: zgyzjrdavy
zgyzjrdavy extracted
pg inserted
arbypry inserted
jmnn inserted
arbypry extracted
eoqmvayng extracted
ix inserted
iiveq inserted
bfwxri extracted
Top: jtkvbsu
hjd inserted
zxvdw inserted
ysjb inserted
pxuikpsthp inserted
qjokcn inserted
Top: jtkvbsu
upwzidc inserted
Top: jtkvbsu
Top: jtkvbsu
Top: jtkvbsu
Top: jtkvbsu
ivjyaqebnq inserted
vqkqv inserted
ivjyaqebnq extracted
qtraenlzc inserted
lmbbzl inserted
qtraenlzc extracted
c inserted
vfuqleap inserted
Top: vfuqleap
vfuqleap extracted
Top: lmbbzl
Top: lmbbzl
Top: lmbbzl
lmbbzl extracted
jtkvbsu extracted
xpqepkunlc inserted
eoyqwuzzl inserted
uiflcsuskf inserted
wxsfz inserted
ooxewt inserted
katiy inserted
katiy extracted
Top: jobpp
jobpp extracted
sjssyqbsq extracted
ysjb extracted
Top: oblkt
oblkt extracted
tw inserted
yubkxqplr extracted
blmm extracted
nb extracted
pnub extracted
gbxk inserted
y inserted
etx inserted
Top: gbxk
gbxk extracted
m inserted
gzgyf inserted
ufrjproo inserted
xwylmnwod inserted
oybpx extracted
ne inserted
dpc inserted
qf inserted
yovrb extracted
qptbrsy extracted
Top: pbux
wvtehaan inserted
rg inserted
idwx inserted
Top: wvtehaan
wvtehaan extracted
fzibrsuh inserted
fzibrsuh extracted
fvtqvmnj inserted
iqwbaxdxmv inserted
Top: iqwbaxdxmv
iqwbaxdxmv extracted
icsmld inserted
Top: pbux
ppqpdkknlv inserted
glrlke inserted
Top: pbux
pbux extracted
Top: bs
bs extracted
Top: xwbu
xwbu extracted
pvw inserted
pxff inserted
vb extracted
wb extracted
c extracted
vseaithr inserted
vseaithr extracted
Top: c
jixxjjxco inserted
Top: c
Top: c
ixxxnwvw inserted
Top: c
ccvqul inserted
c extracted
bj inserted
xuyfsso inserted
bj extracted
ifpyzmvcq inserted
c extracted
c extracted
zdsdh inserted
cumccjlc extracted
Top: cevdlcsf
mjiccl inserted
q inserted
hbjsdnhpdt inserted
xh inserted
mfrj inserted
Top: hbjsdnhpdt
reymvlbwh inserted
bbbvukjfpd inserted
ftt inserted
bnkrccn inserted
cotff inserted
bbbvukjfpd extracted
bnkrccn extracted
Top: hbjsdnhpdt
x inserted
hbjsdnhpdt extracted
Top: reymvlbwh
xzrixup inserted
reymvlbwh extracted
qusgf inserted
cevdlcsf extracted
rby inserted
Top: rby
ze inserted
kn inserted
jj inserted
rby extracted
tovqfzmn inserted
dgf inserted
fokknturnf inserted
he inserted
saoye inserted
saoye extracted
rdelijchuc extracted
zhu inserted
Top: dccfxngt
dccfxngt extracted
Top: nzsnlccqds
jw inserted
defo inserted
p inserted
Top: nzsnlccqds
nzsnlccqds extracted
htitwq inserted
kpcfzoecu extracted
mpcimgepcg extracted
g inserted
qhljc inserted
Top: ceqjipc
ujd inserted
moetfat inserted
cfqoli inserted
Top: moetfat
qcqegujiv inserted
etkapqfwgv inserted
etkapqfwgv extracted
Top: moetfat
moetfat extracted
ceqjipc extracted
clsf inserted
jeqr inserted
hhvnz inserted
Top: yynflcc
lwrzavbn inserted
fmdsfa inserted
lwrzavbn extracted
jtzribwin inserted
rastjlnamy inserted
rastjlnamy extracted
ngfglkpq inserted
Top: fmdsfa
Top: fmdsfa
fmdsfa extracted
jbephagj inserted
Top: jbephagj
Top: jbephagj
nfwleyar inserted
gzbqcbil inserted
vgaxmeuak inserted
eunaz inserted
jh inserted
bl inserted
xnbpj inserted
Top: vgaxmeuak
Top: vgaxmeuak
Top: vgaxmeuak
Top: vgaxmeuak
afseycuaq inserted
qlfzue inserted
afseycuaq extracted
meskzqm inserted
t inserted
bgztvcsboo inserted
vgaxmeuak extracted
Top: jbephagj
Top: jbephagj
m inserted
Top: jbephagj
vojoyjan inserted
dft inserted
rflxxa inserted
jbephagj extracted
nfwleyar extracted
Top: eunaz
Top: eunaz
whg inserted
eunaz extracted
rflxxa extracted
rdzkescvq inserted
Top: vojoyjan
ekwttot inserted
iz inserted
sgpz inserted
Top: vojoyjan
Top: vojoyjan
vojoyjan extracted
zdblmdw inserted
wqtkaxjznk inserted
Top: wqtkaxjznk
wqtkaxjznk extracted
Top: gzbqcbil
Top: gzbqcbil
gzbqcbil extracted
xp inserted
lqzmidgte inserted
bxdzxpxos inserted
azxyqv inserted
unrdjped inserted
becgngqxa inserted
becgngqxa extracted
Top: azxyqv
bfvi inserted
yxookigqk inserted
gnv inserted
Top: azxyqv
azxyqv extracted
cdjedko inserted
bgztvcsboo extracted
ydal inserted
Top: ydal
Top: ydal
ydal extracted
zdblmdw extracted
rpesnvddi inserted
thmly inserted
vg inserted
ozogp inserted
uoeekbmbmq inserted
Top: uoeekbmbmq
ciisotiwv inserted
Top: uoeekbmbmq
yazs inserted
Top: yazs
yazs extracted
fdyijw inserted
bfnqhku inserted
Top: uoeekbmbmq
dyhct inserted
rrgcr inserted
uoeekbmbmq extracted
owgnyniewl inserted
w inserted
gij inserted
Top: bxdzxpxos
gquhnujx inserted
aodogsp inserted
mfn inserted
Top: aodogsp
ianfqlg inserted
aodogsp extracted
Top: ianfqlg
ianfqlg extracted
Top: bxdzxpxos
Top: bxdzxpxos
yjjhjyq inserted
Top: bxdzxpxos
Top: bxdzxpxos
cyrotd inserted
bxdzxpxos extracted
Top: bfnqhku
bfnqhku extracted
freijsytq inserted
wuxqxc inserted
keholna inserted
bgz inserted
Top: keholna
Top: keholna
keholna extracted
bfvi extracted
Top: bgz
xfsw inserted
bgz extracted
Top: jtzribwin
zz inserted
xuahvnp inserted
lmcnssb inserted
nfxwjh inserted
Top: xuahvnp
rleyqvmifr inserted
Top: xuahvnp
jep inserted
hfrcq inserted
Top: xuahvnp
cdbas inserted
l inserted
cdbas extracted
ojjhv inserted
Top: xuahvnp
xuahvnp extracted
Top: lmcnssb
Top: lmcnssb
ugcodcvvgt inserted
s inserted
orbcx inserted
Top: lmcnssb
Top: lmcnssb
Top: lmcnssb
Top: lmcnssb
lmcnssb extracted
x inserted
Top: orbcx
vsimpeuju inserted
Top: orbcx
orbcx extracted
jtzribwin extracted
xnbpj extracted
bl extracted
cfambxwm inserted
cfambxwm extracted
ipgmgby inserted
pkk inserted
ipgmgby extracted
le inserted
eofh inserted
vfxchep inserted
Top: ugcodcvvgt
ugcodcvvgt extracted
ydu inserted
wna inserted
ryub inserted
Top: wna
Top: wna
bq inserted
eo inserted
wna extracted
Top: bq
bq extracted
ryub extracted
Top: yynflcc
cgcw inserted
owogzif inserted
yynflcc extracted
esodcpce inserted
Top: esodcpce
Top: esodcpce
Top: esodcpce
Top: esodcpce
Top: esodcpce
bgndrk inserted
Top: bgndrk
bgndrk extracted
esodcpce extracted
fycqc extracted
rdkyqbwwrb inserted
j inserted
lwzt inserted
x inserted
rdkyqbwwrb extracted
Top: glyycrc
Top: glyycrc
glyycrc extracted
r inserted
Top: gcrc
Top: gcrc
gcrc extracted
lf inserted
cgcw extracted
mjiccl extracted
lcopyic extracted
w inserted
nmcglvly inserted
Top: rloccnn
rloccnn extracted
h inserted
Top: ccvqul
ufoajikxll inserted
uxcg inserted
cmterj inserted
ufoajikxll extracted
on inserted
Top: ccvqul
ccvqul extracted
qrwj inserted
ccrw extracted
Top: dc
v inserted
dc extracted
Top: himdcdddt
xrx inserted
iovgf inserted
Top: himdcdddt
mjqxyno inserted
Top: himdcdddt
gzsklpo inserted
himdcdddt extracted
Top: jjevddewch
Top: jjevddewch
Top: jjevddewch
Top: jjevddewch
aiv inserted
aiv extracted
Top: jjevddewch
jjevddewch extracted
dxdiwhejc extracted
ypu inserted
frzgk inserted
eixifz inserted
smdddxm inserted
cdjedko extracted
fhzjodlerc extracted
vgecdyo extracted
Top: rdzkescvq
o inserted
rdzkescvq extracted
Top: mdrelcl
mdrelcl extracted
ynqdffo inserted
excdt extracted
d inserted
Top: cimhwfd
cimhwfd extracted
ondcyf extracted
tlckgtdqos extracted
hab inserted
pcmjyack inserted
cnaklfv inserted
hab extracted
Top: pcmjyack
pcmjyack extracted
ynghggnstg inserted
cmqwir inserted
Top: cnaklfv
cnaklfv extracted
dyhct extracted
sidkctn extracted
icsmld extracted
Top: upwzidc
Top: upwzidc
upwzidc extracted
cyrotd extracted
ozwdcv extracted
Top: dpc
knxqu inserted
Printing heap:
dpc
dzrc
tudc
yzcdx
ce
ec
cqnexfg
vfxchep
nfojicevo
egc
qcqegujiv
xxehlchu
yhcemm
ypvpecmh
hcxexwx
pwcjiperw
cmterj
xpqepkunlc
ecl
ulyrcpnuew
cznuel
lxce
cywezzmm
ecwns
ecnz
orce
uiflcsuskf
cotff
ofnigc
cfjygsn
gturfc
hfrcq
cfqoli
ifpyzmvcq
clsf
uyfcrnp
kygcshgwz
tzpkgzylgc
mvcwgukgxo
scgirkvh
oizuhgc
mtgnhcktr
pvcirg
gjvcmkr
kvcpg
nmcglvly
cspqwg
rrgcr
uxcg
wgc
ljpmchxhk
sihc
qhljc
khc
clhqqvu
cmh
hcyq
ci
ciisotiwv
cji
jixxjjxco
cmqwir
xnitswpcr
cj
cjlpj
sloqckkjys
kqrnnljc
qjokcn
tcqjmo
jwyqcm
xjnwrc
jctsvvo
scmkos
cpkw
pxkyc
kcrsqw
ckwy
