Heap initialized
Top: 604734171,-645496246,-919609186,-565378131,-158343874 
604734171,-645496246,-919609186,-565378131,-158343874  extracted
Top: -747113943,-631292075,188062935,-22318724,615396117,-998202804,-231008569,144116211 
-747113943,-631292075,188062935,-22318724,615396117,-998202804,-231008569,144116211  extracted
-514409264,486531474,-712099823,323468509,-505862470,-765111886,566086011,341527613  inserted
Top: -726029929,-933185435,-277657296,123588692,138634545 
782648038,394485629,-248813779,-51274316,354471099,757172873,488239584,-843886216,-719927766,627081006  inserted
Top: -726029929,-933185435,-277657296,123588692,138634545 
-727449032,-483642244,398095356,-127423625,188487075,-218942837  inserted
573441294,-445142151,754688320,245285950,-479370933,97602803,382290523  inserted
-726029929,-933185435,-277657296,123588692,138634545  extracted
-743851266,61623614,-937870786,-358335565  inserted
Top: -743851266,61623614,-937870786,-358335565 
183936346,481601057,-90902713,-790747306  inserted
Top: -743851266,61623614,-937870786,-358335565 
-743851266,61623614,-937870786,-358335565  extracted
556386534,-992554734,251213454,-326360733,-593630185,-357653080,-798935486,620684278  extracted
-710701144,-929173250  extracted
421108123,-461508400,776426438,289352433,-671877646,-831527215,-352769703  inserted
309176631,986325659,-985861862  inserted
467193666,478062106  inserted
Top: 411010217,-261013663,-14608321,-356102387,-397511301,-958826961,30193679 
Top: 411010217,-261013663,-14608321,-356102387,-397511301,-958826961,30193679 
607060275,-848957267,608745487,-917300640,-484807127,-267642467,169545955,957518884,-675801425,-613832444  inserted
-169475696,348197734,66546528,-372264242,-787394485  inserted
411010217,-261013663,-14608321,-356102387,-397511301,-958826961,30193679  extracted
383819359,-743178035,-837292964,194948030,-659387596,124800247  extracted
535324225,314653873,-793457812,-798084843,-198391585,97076763,-452321716,-845168037,-346573679  inserted
305767856,-91676745,602227454,-209931916,376846822,-112599414  inserted
535324225,314653873,-793457812,-798084843,-198391585,97076763,-452321716,-845168037,-346573679  extracted
Top: 895896246,-996183317,383409400,-751110746,532856299,-478206481,-514482711,-576780283 
722176683,384344740,-729334953  inserted
-538756002,-248112757,700440900  inserted
819583040,-948990476  inserted
Top: 895896246,-996183317,383409400,-751110746,532856299,-478206481,-514482711,-576780283 
-722029991,600973783,384178043,972881714,441061673,747988969,-945907720,167710822,749869041  inserted
895896246,-996183317,383409400,-751110746,532856299,-478206481,-514482711,-576780283  extracted
379243562  inserted
541070511,50810585,-571557429,454529752  inserted
105967232,185343876,641203005  inserted
Top: -174832700,-178380078,-25788286,-318437777,-785550627 
-585669402,200015085,794443147,-924182072,-57866229,-723624286,-103423942,-770866056,64492142,888790796  inserted
-741933550,946892285,-258884774,10649235,-394032071,-823761963  inserted
-89128281,-344384941,-414221006  inserted
-550354317,-412203816,-467547837,-124572593,-529303835,279598365,-322139147,-479924894,-276618930,-710726333  inserted
-550354317,-412203816,-467547837,-124572593,-529303835,279598365,-322139147,-479924894,-276618930,-710726333  extracted
Top: -174832700,-178380078,-25788286,-318437777,-785550627 
-174832700,-178380078,-25788286,-318437777,-785550627  extracted
436599729,-453397675,-210711339,-142588943,-622336618,351463577,-993793668,-45061154,525787761,-677736502  inserted
981019492,170492533,572336918,46985090,709652882,117486396  inserted
294004650  inserted
436599729,-453397675,-210711339,-142588943,-622336618,351463577,-993793668,-45061154,525787761,-677736502  extracted
684691956,316691112,-235395462  inserted
785160238  inserted
-798280276,-109037044,-661413765,360692577,-269700951  extracted
-385388025,-803336924,161927853,-728762648,170354547,-37932130,854085394,-321918197,-468645415,81905435  extracted
607060275,-848957267,608745487,-917300640,-484807127,-267642467,169545955,957518884,-675801425,-613832444  extracted
73823483,283262323,-701509151,439775822,-713922485,271330775,-451459873,539302634  inserted
Top: -339654216,-876161971,-488556072,405545746,727004718,-932626278,-838381054,919882417 
-339654216,-876161971,-488556072,405545746,727004718,-932626278,-838381054,919882417  extracted
-751962588,-847967380,342580938,948530889,254616953,-665957581,-745422576  inserted
Top: -751962588,-847967380,342580938,948530889,254616953,-665957581,-745422576 
-751962588,-847967380,342580938,948530889,254616953,-665957581,-745422576  extracted
274139491,689784215,-515617641,138269066,-570716637,915092166,81257131,925019706  inserted
Top: -530190095,-532380694,-169378705,-292506641,-875791627,-508325392,749357913,788796971 
-427416576,-117513958,239248765  inserted
614087796,842709904,722433643,-289667689,636501830,177515005,962101250,750423038  inserted
Top: -530190095,-532380694,-169378705,-292506641,-875791627,-508325392,749357913,788796971 
-472354124,-738521105,-281241132  inserted
700129994,-328080061,171298630,591875973,-936948247,10813562,-738892566,-191381977,825520722  inserted
755997106,139966325,38843351,954373530,-594651663,647037002,-300796556,310817697  inserted
273622095,-677263820,111037145,26999283,-187931955,794847098,841219755  inserted
22354676  inserted
-472354124,-738521105,-281241132  extracted
22492618,-294124023,410705631  inserted
-530190095,-532380694,-169378705,-292506641,-875791627,-508325392,749357913,788796971  extracted
255835049,525682569,-776668929  inserted
Top: -384351996,232377842,-332192446,696881168,-596708624,-56250156,-250178114,-979741784,317471414 
Top: -384351996,232377842,-332192446,696881168,-596708624,-56250156,-250178114,-979741784,317471414 
38050990  inserted
Top: -384351996,232377842,-332192446,696881168,-596708624,-56250156,-250178114,-979741784,317471414 
-384351996,232377842,-332192446,696881168,-596708624,-56250156,-250178114,-979741784,317471414  extracted
-394904280,-60714286,-829537587,770770766,364136414  inserted
-71115166  inserted
Top: -891394526,175364505,-632208908 
997919259  inserted
-575454234,-828591099,396528043,-973085350,218201935,-19125715,-577458748,-685156553,760092358  inserted
Top: -575454234,-828591099,396528043,-973085350,218201935,-19125715,-577458748,-685156553,760092358 
915966391,50541211,17421864,-136466628,-945035989,412715154,-365808826  inserted
Top: -575454234,-828591099,396528043,-973085350,218201935,-19125715,-577458748,-685156553,760092358 
Top: -575454234,-828591099,396528043,-973085350,218201935,-19125715,-577458748,-685156553,760092358 
-874874353,402871569,-968309866  inserted
-575454234,-828591099,396528043,-973085350,218201935,-19125715,-577458748,-685156553,760092358  extracted
621590914,-679426777,-378906663,646714872,794586636,3596772,-791082033  inserted
908684051,523560263,353355449,621883697  inserted
Top: -874874353,402871569,-968309866 
192746054,732955767,230455898,-60043629,763882352,-54303900  inserted
Top: -874874353,402871569,-968309866 
Top: -874874353,402871569,-968309866 
81904485  inserted
Top: -874874353,402871569,-968309866 
57554991,-757485400  inserted
-874874353,402871569,-968309866  extracted
Top: -891394526,175364505,-632208908 
-891394526,175364505,-632208908  extracted
-607538071  inserted
-9092826,-442540235,-108922766,563878062,848380299,468557621,248681540  inserted
-112379293,-873108895,-383988652,-217165477,616268342,785665067,-122109495,629340609,-662518899,-717587294  inserted
-22741392,279986929,-91207432,-401899321  inserted
-292366428,438677799,-748558767,941865768,535437176,-450927015,-267960415  inserted
-356032082,-257699150,52867562,-151516491,-64084885,-710166067,-536774134,441771235,234030083  extracted
Top: -555277932,398992229,-275101756,437632720,-644430077,-687212733 
-812335151,545085680,-594270275,-471383879,-752943581,-750847165  inserted
Top: -812335151,545085680,-594270275,-471383879,-752943581,-750847165 
Top: -812335151,545085680,-594270275,-471383879,-752943581,-750847165 
73927742,-279954477,-977215660,-703281170,367124205  inserted
-812335151,545085680,-594270275,-471383879,-752943581,-750847165  extracted
-3978523,739855623,310800491,345705196,-296027831,-932473402,-819280121,-154332466,-189651771,-678656123  inserted
-150313788,987757251  inserted
287191651,-689350777,226733683,95504743,102408193,-32662048,-801530205,-468745322,271548197,600466579  inserted
Top: -3978523,739855623,310800491,345705196,-296027831,-932473402,-819280121,-154332466,-189651771,-678656123 
-900016997,732581039,336279314,-719334660,-806760921,-340588035,-585634615,-562012663,-14618886,-705890530  inserted
Top: -900016997,732581039,336279314,-719334660,-806760921,-340588035,-585634615,-562012663,-14618886,-705890530 
Top: -900016997,732581039,336279314,-719334660,-806760921,-340588035,-585634615,-562012663,-14618886,-705890530 
-900016997,732581039,336279314,-719334660,-806760921,-340588035,-585634615,-562012663,-14618886,-705890530  extracted
-711070066,408269141,-304436553,127514662  inserted
297486740,-359287478,-98987350,-647231086,-717333628,330063758,-737869253  inserted
241852143,199568745,335170332,580332636,-426995417,24147895  inserted
-812103351,224035871  inserted
Top: 297486740,-359287478,-98987350,-647231086,-717333628,330063758,-737869253 
Top: 297486740,-359287478,-98987350,-647231086,-717333628,330063758,-737869253 
-88895747,471484493,157089166,184017550,118034061  inserted
Top: 297486740,-359287478,-98987350,-647231086,-717333628,330063758,-737869253 
297486740,-359287478,-98987350,-647231086,-717333628,330063758,-737869253  extracted
-960587364,513242702  inserted
-3978523,739855623,310800491,345705196,-296027831,-932473402,-819280121,-154332466,-189651771,-678656123  extracted
-850338965,-605667079,218339409  inserted
Top: 73927742,-279954477,-977215660,-703281170,367124205 
-625401180,-304131468,507754056,-959435120,932625521,-719593654,-585309776  inserted
Top: -625401180,-304131468,507754056,-959435120,932625521,-719593654,-585309776 
-625401180,-304131468,507754056,-959435120,932625521,-719593654,-585309776  extracted
818753449,-876881823  inserted
73927742,-279954477,-977215660,-703281170,367124205  extracted
-555277932,398992229,-275101756,437632720,-644430077,-687212733  extracted
160712401,-873832451  inserted
-432758230,-369877025,591016291,-287979855,-824979356  extracted
Top: 801093247,122336961,602725415,-765121867,-837172833,88871621,-91741052,-279659000,-956012373 
165934506,-18329715,943403136,627708443,-525964759,59369925  inserted
801093247,122336961,602725415,-765121867,-837172833,88871621,-91741052,-279659000,-956012373  extracted
648232916,162024013,809753872,150391629,-34336136,-549351151,550742866,879176357,880176353  inserted
-967580508,833294559,-598346374,-222194264,560404481,148976449  inserted
-216505233  inserted
490527077,-883044310,-554921879,-39824643,159459069,-192969740  inserted
Top: -362487199,25502350,-629264618,-522518772,513955847,267089592,-53830624,-318682089,109522818,-340690451 
-362487199,25502350,-629264618,-522518772,513955847,267089592,-53830624,-318682089,109522818,-340690451  extracted
219691727,-473238343,-154426547  inserted
468358886,-380531413,-691553048,785769860,-766095377,-88170723  inserted
114681821,-159406758,131864159,328920323,-366460826,-732963905,165442171  inserted
-128907992,-531961659,-450585367,-574033308,221764607,439044006,-321045782,-961714559,146147477,-260058668  inserted
-974454122,-324693154,863344750  inserted
-128907992,-531961659,-450585367,-574033308,221764607,439044006,-321045782,-961714559,146147477,-260058668  extracted
-176230866,85704851,372072212,-569331609,-948038958,83105871,-167934960,32309603  extracted
103386251,115521888  inserted
Top: 36723309,-429182909,647359291,-628043385,-909370191 
36723309,-429182909,647359291,-628043385,-909370191  extracted
558922538,-199074593,-331022339,-508216963,-799519054  extracted
Top: 728531849,-297529278,-871802867,-618617589,-205494065 
728531849,-297529278,-871802867,-618617589,-205494065  extracted
-590960109,-640162762,303076104,-360544104,570686875  inserted
-741933550,946892285,-258884774,10649235,-394032071,-823761963  extracted
Top: -446463531,483234497,-203597178,119810591,-500470145,-568611755,579783124,-815800474,80617267,13330497 
-446463531,483234497,-203597178,119810591,-500470145,-568611755,579783124,-815800474,80617267,13330497  extracted
-801784746,341755850,715914965,313216493,-542412732,305763573,-486819098,-537140541,229727797  inserted
-895756685,379761979,612712511,-454142629,-312658005,-841652804,641155354,-932142912,556489354  extracted
Top: -850338965,-605667079,218339409 
Top: -850338965,-605667079,218339409 
965176115,-862591401  inserted
401923441,370803937,-115106431,152094584  inserted
-850338965,-605667079,218339409  extracted
-280335054,-225898791,-920760453,-850916814,-801287721  inserted
-967131488,-542497137  inserted
-280335054,-225898791,-920760453,-850916814,-801287721  extracted
-259012807,966316091,-75080341,101038610  inserted
-967131488,-542497137  extracted
-279103545,-865634020,966101732,533885271,519415360,-695014620,-113777598,-745921287,-555907942  extracted
55168820,270204101,694797435,843028228  inserted
596648001  inserted
862787596,119999764  inserted
Top: -753427580,381666212,-857578741 
836427965,854394861,798597574,-925158944,531401671,-231896476  inserted
732471220,-84563695,-530389685,-612155416,-637813096  inserted
-526503238  inserted
-753427580,381666212,-857578741  extracted
325558491,-43222545,48692556  inserted
Top: -585669402,200015085,794443147,-924182072,-57866229,-723624286,-103423942,-770866056,64492142,888790796 
Top: -585669402,200015085,794443147,-924182072,-57866229,-723624286,-103423942,-770866056,64492142,888790796 
-401464051,-192278732,-690330231,866729467,-768359675,-168063040,-121953724,-863678169,530604410  inserted
-386668215,111692702  inserted
Top: -401464051,-192278732,-690330231,866729467,-768359675,-168063040,-121953724,-863678169,530604410 
-401464051,-192278732,-690330231,866729467,-768359675,-168063040,-121953724,-863678169,530604410  extracted
Top: -585669402,200015085,794443147,-924182072,-57866229,-723624286,-103423942,-770866056,64492142,888790796 
Top: -585669402,200015085,794443147,-924182072,-57866229,-723624286,-103423942,-770866056,64492142,888790796 
224725633,418381364  inserted
Top: -585669402,200015085,794443147,-924182072,-57866229,-723624286,-103423942,-770866056,64492142,888790796 
-906217944,-777698621  inserted
-906217944,-777698621  extracted
Top: -585669402,200015085,794443147,-924182072,-57866229,-723624286,-103423942,-770866056,64492142,888790796 
-307683698,-309598149,-888927767,49121760,229091978  inserted
Top: -307683698,-309598149,-888927767,49121760,229091978 
-307683698,-309598149,-888927767,49121760,229091978  extracted
-38127979,-208724439,311719321,526738978,-948604259,-532905509,-370392198  inserted
-38127979,-208724439,311719321,526738978,-948604259,-532905509,-370392198  extracted
Top: -585669402,200015085,794443147,-924182072,-57866229,-723624286,-103423942,-770866056,64492142,888790796 
21863165,-578213657,578369917,143464686,-361353857,-510587829,590063897  inserted
-585669402,200015085,794443147,-924182072,-57866229,-723624286,-103423942,-770866056,64492142,888790796  extracted
-391972353,-666821415,-135187417,-69042909,51219345  extracted
-909546600,353477171,-811878119,478320444,-492405957,946097193  inserted
224283777,-489864097,-355906494,-775903058,461322804,-468203037,-777717249,-442297335,-300882067,-436641219  inserted
224283777,-489864097,-355906494,-775903058,461322804,-468203037,-777717249,-442297335,-300882067,-436641219  extracted
34508203,285770963,603976408,-178326617,-713545819  inserted
Top: -520299246,314546328,-816193964,487652462,-303082616,-289156199,-530789531,-164879956,626768029 
944172631,-66434912  inserted
-928528159,-205252293,354581591,-143279678,48178993,-520015355,448971319  inserted
-602488011,126210972,-139663766,12845818  inserted
-355261958,563926426,834991332,-639502751,-693206658,882801373,-557120264,495857798,264139509,100029910  inserted
-520299246,314546328,-816193964,487652462,-303082616,-289156199,-530789531,-164879956,626768029  extracted
-843563447,373464224,-198878421,747989286,-535165460,101463304,-89228451,-978868917,-955089465,-424601441  inserted
-16166496,793162485,-315233451,-365381415,-720338237  inserted
281418685,684623057,664128951,37634573,-114134519  inserted
-843563447,373464224,-198878421,747989286,-535165460,101463304,-89228451,-978868917,-955089465,-424601441  extracted
-589496253,-308438392,-385578566,-337235247,-197036460,313252817,-895457645,904011412  inserted
-589496253,-308438392,-385578566,-337235247,-197036460,313252817,-895457645,904011412  extracted
16341214,694360578  inserted
-814862514,278067795,855677345,-122663272,522934763,-105790437,-912300068,892321115,-252016618  inserted
234237477,-959815439  inserted
332252530,-683050801,-809989911,-924425569,286714378,-271005618,171933889,44552413,546749182,131675099  extracted
-163094414,936925772,-753725242,-181672168,309129558,-245096910,865944090,-682491290,-386327515  inserted
141829683,-808946304,727393370,199599436  inserted
-585525494,775876126,335953180,816539267,-226664275,-90059960,202842205,-554189161,416642172  inserted
-634532264,-500012061  extracted
277652106,799685974,471151385,688637274,-694913292  inserted
657907863  inserted
732471220,-84563695,-530389685,-612155416,-637813096  extracted
Top: 616980537,855380017,-840593266,-320677443,34390985,-667050188,-153522409,-655722570 
309463541,244496406,28787077,453571497,-136006112,377453010,133580224,-492411300  inserted
572200255,832992830  inserted
Top: 616980537,855380017,-840593266,-320677443,34390985,-667050188,-153522409,-655722570 
-95519065  inserted
Top: 616980537,855380017,-840593266,-320677443,34390985,-667050188,-153522409,-655722570 
616980537,855380017,-840593266,-320677443,34390985,-667050188,-153522409,-655722570  extracted
Top: -555022940,-251347713,-312871334 
-537272422,783702752  inserted
-555022940,-251347713,-312871334  extracted
-265435590,72410028,-330096656,-397682870,182426893,-359742821  inserted
-316510630,-699973078,881946309,-950574396  inserted
-355213367  inserted
Top: -529324216,71711074,-674966047,14303244 
522202660,-190542839  inserted
225246613,444757627,295006536,651374974,293701899  inserted
-529324216,71711074,-674966047,14303244  extracted
41246035,-961765438,271607982,498302391,148096253,211203898,-40904533,-41484047,699541858  inserted
728505354,-717724212  inserted
Top: -265435590,72410028,-330096656,-397682870,182426893,-359742821 
-265435590,72410028,-330096656,-397682870,182426893,-359742821  extracted
-45611193  inserted
-616734254,657912856,-287665881,-482360824,432388587,-793405777  extracted
-411551638,-829344067,-619135630,-314230585,237897676,-167515369,-734583042,-408137127,-919971914,-646495876  inserted
163955286,980204335,649926538,-860080189  inserted
-411551638,-829344067,-619135630,-314230585,237897676,-167515369,-734583042,-408137127,-919971914,-646495876  extracted
-316510630,-699973078,881946309,-950574396  extracted
-112379293,-873108895,-383988652,-217165477,616268342,785665067,-122109495,629340609,-662518899,-717587294  extracted
522364635  inserted
Top: -632991449,-408670497,387356677,-197635028,252974178,-642725043,860308574,-184703146,-488918757 
627871816,-214487264,-814458004,618250170,-366878022  inserted
-809561415,488983436  inserted
-649229426,-609663632,808026035,296227491,-457462073,-443433326,642812363,-290111770,-811881582  inserted
Top: -649229426,-609663632,808026035,296227491,-457462073,-443433326,642812363,-290111770,-811881582 
-51911869,986676686,-32720189  inserted
830507085  inserted
-649229426,-609663632,808026035,296227491,-457462073,-443433326,642812363,-290111770,-811881582  extracted
-632991449,-408670497,387356677,-197635028,252974178,-642725043,860308574,-184703146,-488918757  extracted
490527077,-883044310,-554921879,-39824643,159459069,-192969740  extracted
11423312,-458304528,306022704,-309716131,-401074261,636874898,-362528009,-825170850,-239456555  inserted
Top: 11423312,-458304528,306022704,-309716131,-401074261,636874898,-362528009,-825170850,-239456555 
366184539,684130315  inserted
-530566718,-114724539  inserted
-770618555,700713251,368188938,-788899207  inserted
11423312,-458304528,306022704,-309716131,-401074261,636874898,-362528009,-825170850,-239456555  extracted
-762916294  inserted
Top: -779546035,330596397,211323459,-276472751,-459495426 
Top: -779546035,330596397,211323459,-276472751,-459495426 
-544308081,-846723245,212084649,-845575776,-660914946,531786714,-770980336,-637597649  inserted
Top: -544308081,-846723245,212084649,-845575776,-660914946,531786714,-770980336,-637597649 
Top: -544308081,-846723245,212084649,-845575776,-660914946,531786714,-770980336,-637597649 
-239553530,-695416506,-398501506,383544836,-462907402,199069001,351048410,-39696109,-277243484  inserted
-849625712,198391748,160314933,841984496,434682831,120595456,773013792,-802661471  inserted
89743052,491343283,-285928364,-922544196,656829442,217937568  inserted
-691238892,-549248252,88483480,441795143,-213265630  inserted
Top: -544308081,-846723245,212084649,-845575776,-660914946,531786714,-770980336,-637597649 
