Heap initialized
-106865238,249120454,-593059407,-697217907 inserted
-30563406,-807556966,-788884936 inserted
-165547434,-762332063,896362405,-772435190,847687390 inserted
-211276076,-284646928 extracted
Top: -179278765
-601889893,-513828348,-483993841,166501430,676171748,-58251089 inserted
185343510,985157929,-769138767,-87537960,-573474386,-277358149,-157335643 inserted
-179278765 extracted
262439552 inserted
921086145,220569998,-290034874,596112970,239586929,353856001,750300775,3417788 inserted
402300086,208947970 inserted
-663262681,-156448643 extracted
-51840194 inserted
-488146244,710953999,-389762380 inserted
-144451596,-995289732 extracted
-53785149,767113769,-692339628,878415677 inserted
-133301103,-846228338 extracted
837215073 inserted
-982596239,-380129927,696058762,-915896371,-550153682,-19675838 inserted
-394679639,776203130,909011394,184404888,-529588584,-171609226,-398120812,111989805 inserted
-820743103,-132380030 extracted
Top: -125394259,-427409592
Top: -125394259,-427409592
-125394259,-427409592 extracted
396344201,-861413721,675348298 inserted
586741840 inserted
-652061038,54562193,-936241736,327729890 inserted
-832774929,957361283,234738765,195464577,313962318,327366420,-884241587,-394076462 inserted
452826001,773195228,581563071,194943557,183207227,-35501829,796872232 inserted
-96878443 extracted
-51840194 extracted
-30563406,-807556966,-788884936 extracted
-405741846,-730434844,278107075,-48937912,-78218157,-82020656,-659083010,910277282 inserted
972198679,538312657,798298382,502785126,352165416,878852467,163506239,257716959,214968226,-813935452 inserted
-639323360,-18971307 extracted
Top: -7368879,-560846859,-169169987
-7368879,-560846859,-169169987 extracted
75301300,-170213033,644102810,742579752,-425149563,-730455557,-399331492 inserted
423967705,686674839,347069756,975555561,-645883619,-417362610,-874248576,-571985240,-493961059,-496555812 inserted
-282678271,139210116 inserted
998073503,-298469393,672468095,-339607652,125798139,538581431,-33255523,805904187 inserted
-634908678,-744159183,7389721,-843138585,-861499580,-64097183 extracted
312596900,-299386327,382855228,141047846,646520807,6436384,522982286 inserted
Top: -725430766,8520163,-358098471
-9162430,-307203726,786953152,-116720039,-828332910,-466526153,940044415,-632225844,-811103854 inserted
-155231014 inserted
Top: -155231014
-155231014 extracted
Top: -725430766,8520163,-358098471
331221908,653912537,169462236 inserted
-383384591,563978008,303798013,-834717774,899392925,-617076766,-128437354,207220634,159990586,-144705198 inserted
Top: -725430766,8520163,-358098471
275218785,-54289982,-617956699 inserted
-256700683,-723646448,226967859,673649781,-474291129,-143806157,290151751 inserted
808047289 inserted
Top: -725430766,8520163,-358098471
884849943,497877835 inserted
267900461,-350490016 inserted
810566605,892222156,-42778865,600917956,862293841,850469555,-279875112,171510672,272932171 inserted
883212720,-255087945,-499230668,353542179,-788832492,292345652,-103797117,-56934041,-153477059,-736105255 inserted
Top: -725430766,8520163,-358098471
-725430766,8520163,-358098471 extracted
-830982606,38333675 extracted
594510739,-878414818,-443117134,-609001097,-782534517,-399048209,955817756,-444060788 inserted
-972218562,40509900 extracted
791080999,839958626,-280808322,-961497437,572773531,507658285,916114551 inserted
-264044478,-733604843,-501110786,551169702 inserted
442986145 inserted
476975135,76381398,647600217 inserted
Top: -779790878,56028087,-135767723,-460464866,-396245996,-861167605,-443765302
844924022,-794355851 inserted
Top: -779790878,56028087,-135767723,-460464866,-396245996,-861167605,-443765302
Top: -779790878,56028087,-135767723,-460464866,-396245996,-861167605,-443765302
-779790878,56028087,-135767723,-460464866,-396245996,-861167605,-443765302 extracted
Top: 66461974,-660358156
66461974,-660358156 extracted
901238053,24521472,931744762,-778587802,-267238879 inserted
Top: 76221086,-372334433,-88047625,-451306882
280750862,-276058067,-399598087,8734573,719482704,561767140 inserted
Top: 76221086,-372334433,-88047625,-451306882
515231658,-567820947,654362525,640687616,214266145,-67886873,-969464761 inserted
-889861839,-31467123,457071358,-944281847,474779084,471769626,-114692722 inserted
76221086,-372334433,-88047625,-451306882 extracted
634526856 inserted
Top: 89436346,-698290497,-241528451,-582082483,-911186028
792595593,470782270,791950409,15282574,-453127191,-113224652,-391542597,-607701477,-254690326 inserted
Top: 89436346,-698290497,-241528451,-582082483,-911186028
89436346,-698290497,-241528451,-582082483,-911186028 extracted
-735392523,-605278470,94638789 extracted
130901738,-505689670,-106440730 extracted
-614414104,139704513,26871031,165937435,-544135773,-722664854,905160220,-981709954,-748705184,-990003188 inserted
968399733,515868951,506446824,-504234416,-665127059,950249085,-985994184,756477389,-864039336 inserted
-335630120,69638101,314189680 inserted
Top: -90769388,-88682002,-352498204,-663009775,124898151,133280273
Top: -90769388,-88682002,-352498204,-663009775,124898151,133280273
-876634558,601481139,478935835,491993162,-457810744,466216448,485981433,131282536,-891477013,509300488 inserted
-851253687 inserted
-851253687 extracted
-90769388,-88682002,-352498204,-663009775,124898151,133280273 extracted
934746630,-106132038,801084792,-833854359,-202647723,-822568779 inserted
-649056168,-940048513,-773904805,896670952,434187130,-214265226,875752963 inserted
-282678271,139210116 extracted
Top: -578061844,-396251973,153424164,-144566069,-651958103,-653889529,-323808214,-585033121
152981070,-73797253,-367187180,-113132012,558390050,844032529,-704646287,985320360 inserted
-242907970 inserted
507732653,-394915548,248862816,-502865277,-668460660,606478215,129420634 inserted
Top: -242907970
-256262280,4001678,111997682,-534116544 inserted
-242907970 extracted
723115862,617921074,-296457139,616504385,366234775,126595072,810731968,-651757206,-294733859,-123585617 inserted
-475845000,-810332595,-861069857,531133703 inserted
3849578,-361883253,974462494,-764749125,-655460795,527653887 inserted
Top: -256262280,4001678,111997682,-534116544
755251237,-717552910,-598715801,-901349524 inserted
-660890903,535600357,-514897037,-263194598,-74246720,-331619016,165780222 inserted
-242098645,-412402878,-79139048,583560800,-87307478,-517312070,-4015709,-830945793 inserted
-475381564,298781980,887183676,829046998,-355639380 inserted
-256262280,4001678,111997682,-534116544 extracted
Top: -578061844,-396251973,153424164,-144566069,-651958103,-653889529,-323808214,-585033121
-578061844,-396251973,153424164,-144566069,-651958103,-653889529,-323808214,-585033121 extracted
553430891,-895851141,-276351634,-703482816,-480947145,-210340773,-272130633,-339356670 inserted
-130925868,-704564979,899749069,419725782,-523811909,829172133 inserted
644289423,832719043 inserted
161702239 extracted
250988025,-562907780,928613699,239179491,643236419 inserted
546229147,-542102669,270990297,-222567942,267718160 inserted
192244032,20824026,-635347467,-97878266,-907824295 extracted
211521233 extracted
213379594 extracted
-683297113,-267257739 inserted
Top: -683297113,-267257739
-683297113,-267257739 extracted
-880103990,-140774348,37615357 inserted
Top: -880103990,-140774348,37615357
-880103990,-140774348,37615357 extracted
232147247,-967488742,-91734171,570771247,-645324741 inserted
Top: 215822691
-889713358,-368680747 inserted
92096100,206853614 inserted
Top: -889713358,-368680747
-279194294,-403303870,235612931,15355839,-224397983,478396344 inserted
-218689229 inserted
109405402,259826250,-347128112,239158720 inserted
-975737965,-71153665 inserted
-394173868,-118826007,512301350,-829839434,-500627277,200548592,-810324255,547750459,-385847469 inserted
-889713358,-368680747 extracted
-276045265,-231940328,-565588533,-309808006,-931983901,293124481 inserted
-218689229 extracted
-689625897,633404541,85040233,-977275464,-612732832,303231852,275331699 inserted
Top: -975737965,-71153665
Top: -975737965,-71153665
352649627,-227969624,-49590224,-798154242,-849953087,805697070,339617127 inserted
Top: -975737965,-71153665
-975737965,-71153665 extracted
-272158575,-817276422,-650350701 inserted
521254449,673183778,-445811613,912667212,57380803,-365104837,253339047,45173453,-896522675 inserted
Top: -272158575,-817276422,-650350701
-179144205,799158068,891364323,-26202592,-527306408,913931789,776554178 inserted
34788178,334000436 inserted
Top: -272158575,-817276422,-650350701
-734677050,-430499844,-523795028,-769448689,183359276,766483683,157528585,-763716824,296732014,748937427 inserted
Top: -272158575,-817276422,-650350701
Top: -272158575,-817276422,-650350701
535701410,139301265,532690468,-694585540,916419800,390385689,915752545,-529769884,-199443115,845380251 inserted
-272158575,-817276422,-650350701 extracted
-34299941,-630732432,352735449,-682580100,296805938,338687054,100943989 inserted
893125180,237246785,-56353573,-288668368 inserted
Top: 92096100,206853614
-405832087 inserted
Top: -405832087
Top: -405832087
801181009,583387569,174585225 inserted
Top: -405832087
-667482768,929165620,949176887,57840256,289740622,559586785,-952794070,864162270,-198250088 inserted
-405832087 extracted
Top: 92096100,206853614
92096100,206853614 extracted
570616814,627385787 inserted
-680509584,107567901,-694314163,458085496,-592725999,-255333488 inserted
-189115576,86103214,190358218,302805659,-863437999 inserted
870219963,357439734,901266410,-898110535,-928473092,786458479 inserted
-194819179,403897851,-961320128,573915858,233635855,244686754,-565458914,705706112,-632495329 inserted
215822691 extracted
Top: -581614184,-274283020,-351914009,-907430309,227154665
192808420,960396145,-347036042 inserted
Top: -581614184,-274283020,-351914009,-907430309,227154665
Top: -581614184,-274283020,-351914009,-907430309,227154665
-926734660,-462392184,720026727,106311550,-794449727,-274545894,556678181 inserted
-581614184,-274283020,-351914009,-907430309,227154665 extracted
-354912222,-849196370 inserted
396613382,-142013231,218329476,717894196,-924775609,886210891,417888932 inserted
65218713,-85243273 inserted
Top: -354912222,-849196370
259932263 inserted
Top: -354912222,-849196370
Top: -354912222,-849196370
-354912222,-849196370 extracted
-967108404,-881740306,231041571,-890739973,160599175,979134373,782217466,684840882 inserted
-119816254,-996585204,-25592678,240389433,-958566628,837276032,138930770,823032534 inserted
991846245,-650244981,766336229,307351766 inserted
602610989,289241007,386722036,106433179,129431980,202929415,-720407031 inserted
Top: 65218713,-85243273
Top: 65218713,-85243273
-535387821,-787703706,-224541113 inserted
Top: -535387821,-787703706,-224541113
-535387821,-787703706,-224541113 extracted
-741299956,-737743156 inserted
-741299956,-737743156 extracted
368682624,330369371,693998182,-436411013 inserted
Top: 65218713,-85243273
320578340,535928558 inserted
Top: 65218713,-85243273
65218713,-85243273 extracted
598401859,-936984654,-315945378,669886524,-22555210,-780864885,228454231 inserted
231535381 extracted
237782254 extracted
486313459,-967483066,396441650,-509005684,-655719841,186683874,339098507,92228401,831073115,-491237646 inserted
-938853083,246849559 extracted
Top: 248380861
-251489495,-7163728,-788906460 inserted
-251489495,-7163728,-788906460 extracted
-43511761,554700587,980451633 inserted
846424087,882790482,987983226,-452955379,144701445,-866469257 inserted
-98423599,871141921,619691934,-626300192,-840802349,279471455,934588178 inserted
-333637010,807716750,-379483827,-501201780,-100052159,906550527,359407142,607239402,164149588 inserted
Top: 248380861
248380861 extracted
-862316176,129243803,825144791 inserted
-312035586,972626615,-483833704,-533633386,665251317,-653992774,759510386,891640997,119501300 inserted
319861446,61566186,-529235773 inserted
999023071,77475008,-271393705,-53032437,-111130995,-615875448,-647761522,445542436,-264134495 inserted
710159253,871505145,516769027,-143387021,523279464,-219635771 inserted
-106865238,249120454,-593059407,-697217907 extracted
109405402,259826250,-347128112,239158720 extracted
-645060491,-506887254,379948184,96264021,-952956810 inserted
Top: 259932263
259932263 extracted
262439552 extracted
Top: 267900461,-350490016
267900461,-350490016 extracted
-556200099,443111802,-944062570,-272383465,988099034,50779300,894199630 inserted
275218785,-54289982,-617956699 extracted
Top: 283025066,-39689412,-256395678,-2548291
283025066,-39689412,-256395678,-2548291 extracted
30807379,679466765,291328527,442962236,-469842891,329286175,-383197226,-994944299 inserted
-577679016,290241069 extracted
Top: -599861830,256431130,-208886938,-921930843,290855082,207776488,-774295495
Top: -599861830,256431130,-208886938,-921930843,290855082,207776488,-774295495
145286017 inserted
263723294,-136469214,-631941759,-990212893,-444209879,-263528796,-870680313,-469206968 inserted
145286017 extracted
-711457099,86899763,323552267,-261839032,181104752,214969079,-665202944,750436055,526001175,551653956 inserted
-915657825,-153126667,-392717072,-715732995 inserted
-915657825,-153126667,-392717072,-715732995 extracted
-902279913,969055940,-916071926,-814350045,809735197,-212523917,-638251679,-70103465,-66469932,966165169 inserted
263723294,-136469214,-631941759,-990212893,-444209879,-263528796,-870680313,-469206968 extracted
-599861830,256431130,-208886938,-921930843,290855082,207776488,-774295495 extracted
-611193328,170750278,-259618025,-280707896,751405507,-240249752,-619011310,-795248598 inserted
-828088326 inserted
-543891597 inserted
Top: -828088326
-708608622,-135725379,-51064646,472580755,-261345950,877754770 inserted
-257323690,7920611,488610389,366526916 inserted
207301103,313368412,32078206 inserted
-828088326 extracted
593688126,-951174569,230951566,-875570596,-802445026,-739937992,-112902077,-44970323 inserted
Top: -543891597
Top: -543891597
-229600935,-54888936,-562971926,94694406,728955699,826510309,64422365,-385145474,161847383,220191911 inserted
183122595,-428581409,-9366364,-903809850,237441951,-637290832,-945128986 inserted
Top: -543891597
-543891597 extracted
Top: 183122595,-428581409,-9366364,-903809850,237441951,-637290832,-945128986
Top: 183122595,-428581409,-9366364,-903809850,237441951,-637290832,-945128986
730628902,139337875,225327515,155249815,-808256884,192157764,-806822161,943787437,-387255735 inserted
Top: 183122595,-428581409,-9366364,-903809850,237441951,-637290832,-945128986
933867732,962038507,-303318153,590997106,648147364,-130480981,20138685 inserted
183122595,-428581409,-9366364,-903809850,237441951,-637290832,-945128986 extracted
Top: -276045265,-231940328,-565588533,-309808006,-931983901,293124481
-601229441,-596704599,156659032,-730420308,-229913000,67718069 inserted
Top: -601229441,-596704599,156659032,-730420308,-229913000,67718069
-601229441,-596704599,156659032,-730420308,-229913000,67718069 extracted
-901715264,62657263,-952891870,258579261,913854051,25345163,619827412 inserted
-276045265,-231940328,-565588533,-309808006,-931983901,293124481 extracted
Top: 297417481,188826413,-300719517
916657246,-373548282,-299269817,485391186,-140673824,69819319,752849681,158241663,-155487648,-577928884 inserted
297417481,188826413,-300719517 extracted
-189115576,86103214,190358218,302805659,-863437999 extracted
858181198,-352336325,-753893052,873279030,-423787608,-25097998,116159571,440933676 inserted
-911471662,-577485071,-130601373,416849198,-884152592,-479396179,810286792,2506819,677737006 inserted
-384492536,153975409,164079293,185975780,-298262245,-446088969,311372065 extracted
-653900430,233708094 inserted
Top: -653900430,233708094
427090481,-353960586,-95107019,199340474,75451093,267047054,889168657,338041656,-33328238,39889166 inserted
510272879,459585466,-463098929,925375518,-659827549,41820550,-841752808,325813671 inserted
258033671,124858201,-496322336 inserted
659296747,-845028070,-470277577,-917629997,-241389894,-535320615 inserted
-653900430,233708094 extracted
591565768,-547061081,-866828096,-348742778,41006040,498872895,43703924,-822477697,444807125,-128506722 inserted
-901742735,-823662712 inserted
487754270,-661160383,125888408,122213195,-363807168,825200800 inserted
-901742735,-823662712 extracted
533904852,268547920,349433365,324534505 inserted
258033671,124858201,-496322336 extracted
-375882640,412407715,966374424,-773829500,114182783 inserted
-12583822,584640849,169499672,183228831,817981549,-346919941,764908659,323140304,-423700449 inserted
447740568 inserted
-112094082,312013473,-829631905,-736492537 extracted
792925549,-334147146 inserted
960016245,550389691,-150381455,528570238,331282263,-132712446,120553040,63670 inserted
-257616485,198631617 inserted
-257616485,198631617 extracted
614738644,262035979,-258444949 inserted
572366144,-322056063 inserted
207301103,313368412,32078206 extracted
Top: -335630120,69638101,314189680
969188011,326111784,231332814,805697859,-573659156,-589260666,-26248989,516510775,995828345 inserted
490037368,747904439,954056624,-456233058 inserted
Top: -335630120,69638101,314189680
584081445,-190920497,-898159117,-226496125,-972895734,958254760,-949046270 inserted
Top: -335630120,69638101,314189680
-335630120,69638101,314189680 extracted
Top: -993779688,-624512205,-79306469,317980068,-818465516,217032874,-368767459,288300863,-631034107,-384442194
-874304775,-260327011,-711598454,495374721,898842065,833257762,-11694161,-319434854 inserted
-993779688,-624512205,-79306469,317980068,-818465516,217032874,-368767459,288300863,-631034107,-384442194 extracted
-210740691,286040488,-379770143,324946269 inserted
352358538 inserted
-123004475 inserted
Top: -123004475
-220886315,-727018102,-458123956,960566868 inserted
945803554,-54170530,-272939115,495996870,-139871014,-317397947,543484097,-148820634,285280268,-770639052 inserted
-123004475 extracted
-288840475 inserted
967627774,-456752347,-762748681 inserted
Top: -288840475
-288840475 extracted
883787832,-279223012,-995868875,610832394,-865688109,-412712912,888575339 inserted
319861446,61566186,-529235773 extracted
-280615060,896229675,-550641529,736286997,-180943673,219315166,-184440518,-924244518,756593182,-418080146 inserted
-111819047,-703147418,-112069729,439488253,937269230,-678767900,623732505,-673219383,502338744 inserted
-143009049,-421184031,320769815,-617421085 extracted
82534974,322948763,-759024044 extracted
-161118179,-788668255,-349456404,292555254,323936105 extracted
912457594,-804870286,112478222,342337030,347339404 inserted
Top: -210740691,286040488,-379770143,324946269
584319366,999549138,-660619086,890008826,517331744,-232719307,-174487498 inserted
677129743,-902847215 inserted
-292531768,868422893,283182755,654050868,227098716,989479411,-16706975 inserted
Top: -210740691,286040488,-379770143,324946269
51006491,-644475228,-214950812,-642895578,380366069,-307391002 inserted
907646230,564221594,-634899209,-651099037,739355652,749506236,-160847240,119356185,-723223914 inserted
-210740691,286040488,-379770143,324946269 extracted
-652061038,54562193,-936241736,327729890 extracted
328019890,204737653,-596534466,182735188,-340687542,286668217,-335823744 extracted
-920650753,592745385,244584277,477662704,670357615,79770877 inserted
Top: 34788178,334000436
960923425,229252790,-684518304,665116598,-578450887,105666225,473297163,563486307,-48424997,-55769095 inserted
236208666,-823748112,-141821415,-335801010,-623054880 inserted
-495366420,-151811306,-430915239,-928255833,851355624,-221084905,-939906290,642962855,-637033214 inserted
236208666,-823748112,-141821415,-335801010,-623054880 extracted
-21009967 inserted
Top: -21009967
Top: -21009967
-398051958,38448150 inserted
Top: -21009967
Top: -21009967
-740064042,-226623527,-659225,-470397896,559540835,966624868,-66478670,-371882549,292125466,612323845 inserted
-493064139,554146173,-671266137,-333186742,-376041325,170709741,572792661,398333690,383042477,-282405331 inserted
-839475726,-735160316,-440560121,949205963 inserted
503060875 inserted
Top: -21009967
-21009967 extracted
405237926 inserted
479619803,966344424,168898059 inserted
Top: -398051958,38448150
-398051958,38448150 extracted
Top: 34788178,334000436
Top: 34788178,334000436
-426184286 inserted
-426184286 extracted
34788178,334000436 extracted
-982496497,-692779599,168225878,130252562,-759848586,-908244425,347408191,-749174391,-788957633 extracted
Top: 352358538
Top: 352358538
Top: 352358538
Top: 352358538
-823574034 inserted
-177825649,369685634 inserted
-989482790,-323511054,255928937,991090868,-624402349,381580348,337783787,-195105049,-51186024,497847237 inserted
Top: -823574034
880683863,648190125,542780151,-113274407,724270238,317630517,846794475 inserted
-823574034 extracted
Top: 352358538
-450557408,-98466192,-183755789,-637890508,93927002,473503462,583794929,639883085,444926620,-581342447 inserted
Top: 352358538
-168158746,11186687,321304490,144923807,-38965331,374957673,-802793959,-66850419 inserted
Top: 352358538
-217412888,64208997 inserted
199825780,-802834787,-833402978,-622876356,-37912974 inserted
Top: -217412888,64208997
-217412888,64208997 extracted
199825780,-802834787,-833402978,-622876356,-37912974 extracted
352358538 extracted
563507244,-495846360,764600552,-849183108 inserted
-910566571 inserted
877805918,171081072 inserted
Top: -910566571
-350728929,-163777593 inserted
-475240744,-577649601,-737810182,-252754257,-512334152 inserted
-987509754,510481954,-508962084,-566173117,-686886818,-576451421,358353997,245600897 inserted
-910566571 extracted
-727535118 inserted
Top: -727535118
-727535118 extracted
Top: -475240744,-577649601,-737810182,-252754257,-512334152
-475240744,-577649601,-737810182,-252754257,-512334152 extracted
-85150512,115508554,-862240771 inserted
-383054003,974694763,-46262527,-473568539,667925726,458335634,-682860905,982702914,-714075073 inserted
-350728929,-163777593 extracted
Top: -85150512,115508554,-862240771
-85150512,115508554,-862240771 extracted
59381983,-478368970,75852133,-612319489,853870061,319753580 inserted
Top: -34299941,-630732432,352735449,-682580100,296805938,338687054,100943989
875042,-919667318 inserted
-698131778,-672889619,-501279656 inserted
-698131778,-672889619,-501279656 extracted
513862918,-476076796,802479841 inserted
Top: 875042,-919667318
873661134 inserted
875042,-919667318 extracted
-34299941,-630732432,352735449,-682580100,296805938,338687054,100943989 extracted
779553628,1057399,303179765,-404686006,-253685282,-358302901 inserted
Top: -719462510,-387073851,-834125162,356951202,-271550919,-856660775,-998995027
-889243176 inserted
-834106588,-557098164,-240881723,-82721743,390488788 inserted
-889243176 extracted
-719462510,-387073851,-834125162,356951202,-271550919,-856660775,-998995027 extracted
Top: 362626992,-449892881
Top: 362626992,-449892881
994590417,-834373710,805682909,-23924844,-376229050,248813361 inserted
Top: 362626992,-449892881
362626992,-449892881 extracted
Top: -777056961,-153790471,366483137,-200111742,-409981985
Top: -777056961,-153790471,366483137,-200111742,-409981985
784330138,-182400849,-674638360,889072830,-626606804,628416716 inserted
523263720,-453929676,143770571,952668175,-832336922,-255746740,349452725 inserted
-777056961,-153790471,366483137,-200111742,-409981985 extracted
Top: -177825649,369685634
Top: -177825649,369685634
-674319893,-139464357,-951880407,555834261,419129883,329166509,-619799762,867910766,605628991 inserted
-16568185,469727383,550631073,-178545174,98947970,-80417814,180557550,831090617,-949853434,-589915881 inserted
Top: -177825649,369685634
-177825649,369685634 extracted
Top: -168158746,11186687,321304490,144923807,-38965331,374957673,-802793959,-66850419
Top: -168158746,11186687,321304490,144923807,-38965331,374957673,-802793959,-66850419
540080338,349314099,-164295514,344648498 inserted
-233760968,362051870,-70301173,-992211063,22484530,418692292,905501909,-395377244 inserted
Top: -168158746,11186687,321304490,144923807,-38965331,374957673,-802793959,-66850419
705209676 inserted
Top: -168158746,11186687,321304490,144923807,-38965331,374957673,-802793959,-66850419
Top: -168158746,11186687,321304490,144923807,-38965331,374957673,-802793959,-66850419
Top: -168158746,11186687,321304490,144923807,-38965331,374957673,-802793959,-66850419
-605981537,-213818510,-8975076,157297181,559731402,364498885,582444050,532013561,-797482696 inserted
Top: -168158746,11186687,321304490,144923807,-38965331,374957673,-802793959,-66850419
Top: -168158746,11186687,321304490,144923807,-38965331,374957673,-802793959,-66850419
237803610,852612494,222941886,836503690,762892991,-639866457,54303917,213988252,-259806673,-710606014 inserted
-168158746,11186687,321304490,144923807,-38965331,374957673,-802793959,-66850419 extracted
Top: -917512599,-487026118,352062381,379798914,327065980,353164881
320221872,-278373230,228012995,-839161971,-570359726 inserted
-950446244,-944646621 inserted
-530236760,-447385190,-871963688,801423811,-670696432,145762214,-583540907,649784318 inserted
Top: -950446244,-944646621
-950446244,-944646621 extracted
-382371342,402150202,635845082,-745977032,899807476,-324040770,529947758,-361987834 inserted
958918126,517637598,-775683282,-401457926,-841260162,146015780,66722202,-580146234,848079442 inserted
320221872,-278373230,228012995,-839161971,-570359726 extracted
Top: -917512599,-487026118,352062381,379798914,327065980,353164881
-70042848,-211215443,908802699,-819878116,-283748388,953595656,738683249,98070139 inserted
-917512599,-487026118,352062381,379798914,327065980,353164881 extracted
230331637,988719684,-382144564,747204494,-267863258,483791864 inserted
-645060491,-506887254,379948184,96264021,-952956810 extracted
785388773,995933364,-818104856,107555160 inserted
-198726120,-180273891,-247209788,181692007,-135283996,556651872 inserted
637369768,134575424,-425650377,-947591332 inserted
498911649,370723180 inserted
51006491,-644475228,-214950812,-642895578,380366069,-307391002 extracted
-834106588,-557098164,-240881723,-82721743,390488788 extracted
Top: 20620062,-833144191,397666273
Top: 20620062,-833144191,397666273
Top: 20620062,-833144191,397666273
20620062,-833144191,397666273 extracted
Top: 308273501,329464680,-790537652,398279080
308273501,329464680,-790537652,398279080 extracted
398442446,-42523720,-996543541 extracted
-798563644,-29009467,67776305,-556037424,-96481139,610491248,752429312,469369205,-826636682 inserted
Top: -547856872,-502380478,-567695577,356436393,-102001733,56433891,-455099873,-69762665,401374729,-458069484
918278799,-886889190,-834603165,-525647096,516253778,-435412272,-731268632,885178875,535240960,290376160 inserted
213327072,769943919,-927247752,171222854,653993071,-764666400,-668425313,-32634161 inserted
-313041850 inserted
-313041850 extracted
-547856872,-502380478,-567695577,356436393,-102001733,56433891,-455099873,-69762665,401374729,-458069484 extracted
402300086,208947970 extracted
Top: 402649966,-467907881,378531685,-124682660
816790642,74997883 inserted
402649966,-467907881,378531685,-124682660 extracted
405237926 extracted
877739815,-62277299,359538351,-402309146,-40307199,-865471300,565974341,634205464,295156406,-439121372 inserted
Top: 251105220,-746157094,407154270
Top: 251105220,-746157094,407154270
251105220,-746157094,407154270 extracted
-341648764,111332490,408462344 extracted
-892451450,-848864035,-974421505,-601353239,332664475,410666633,-843075080 extracted
Top: 435241102
Top: 435241102
43385067,737205069,-574579175,862072117,-214185017,307581820,-341555668,179175709,448256306 inserted
Top: 435241102
Top: 435241102
237512645,858881434,-323354300 inserted
-831846438,150648904 inserted
Top: -831846438,150648904
-534412296,665827939,347587058,-278715056,-106683381,59452904 inserted
-831846438,150648904 extracted
-239780404 inserted
Top: -239780404
-586584224,-497861397 inserted
-586584224,-497861397 extracted
826119798,585154713,49602570,765337425,376087968 inserted
-962232188,-699975599 inserted
Top: -962232188,-699975599
-347070458,-416240454,13083158,744840130,561233276,853789759,-309658810,157974113 inserted
-347661717,476449301,458947362,516100412,379917228,-33230368,-443155790,-127306589 inserted
633008735,-962296211,-963376429,341106586,-620732379 inserted
506664465,464312550,554031960 inserted
-949766165,-988601175,776599716 inserted
-571748035,-632013295,-267593646,-256801621,655517471 inserted
749807483,-363842837,59185614,-477446833,628394818,-796103775 inserted
-283721613,419871873,570958074,-367248259,207129862,-670760172,-382914305,134014973,-945673339,576365859 inserted
-179598425,501065388,-506889144,-148401885,232373233,-566668587,189660056,-581091697,-866743044 inserted
-434836974,110350602,-127853648,801006676 inserted
Top: -962232188,-699975599
-764711659,-852510236,154055218 inserted
133321259,-434593109,-714809806,-827088917,611425529,-719952098,-457203790 inserted
